Acronimo,Acronimo_t_1,Acronimo_t_2,Altura,Altura_t_1,Altura_t_2,Anio_t_1,Anio_t_2,Anio_x,Anio_y,Anios_contrato,Bateos_pitcher,Bateos_pitcher_2,Bateos_pitcher_2_t_1,Bateos_pitcher_2_t_2,Bateos_pitcher_t_1,Bateos_pitcher_t_2,Cantidad_agentes_libres,Cantidad_agentes_libres_t_1,Cantidad_agentes_libres_t_2,Carreras,Carreras_2,Carreras_2_t_1,Carreras_2_t_2,Carreras_ganadas,Carreras_ganadas_2,Carreras_ganadas_2_t_1,Carreras_ganadas_2_t_2,Carreras_ganadas_t_1,Carreras_ganadas_t_2,Carreras_t_1,Carreras_t_2,Comando,Comando_2,Comando_2_t_1,Comando_2_t_2,Comando_t_1,Comando_t_2,Control,Control_2,Control_2_t_1,Control_2_t_2,Control_t_1,Control_t_2,Dominio,Dominio_2,Dominio_2_t_1,Dominio_2_t_2,Dominio_t_1,Dominio_t_2,ERA,ERA_2,ERA_2_t_1,ERA_2_t_2,ERA_t_1,ERA_t_2,Edad,Edad_t_1,Edad_t_2,Equipo,Equipo_anterior,Equipo_t_1,Equipo_t_2,Inning_pitched,Inning_pitched_2,Inning_pitched_2_t_1,Inning_pitched_2_t_2,Inning_pitched_t_1,Inning_pitched_t_2,Juegos,Juegos_2,Juegos_2_t_1,Juegos_2_t_2,Juegos_iniciados,Juegos_iniciados_2,Juegos_iniciados_2_t_1,Juegos_iniciados_2_t_2,Juegos_iniciados_t_1,Juegos_iniciados_t_2,Juegos_t_1,Juegos_t_2,Juegos_totales,Juegos_totales_t_1,Juegos_totales_t_2,Jugador,Losses,Losses_2,Losses_2_t_1,Losses_2_t_2,Losses_t_1,Losses_t_2,Pennants_won,Pennants_won_t_1,Pennants_won_t_2,Peso,Peso_t_1,Peso_t_2,Playoffs,Playoffs_t_1,Playoffs_t_2,Posicion,Posicion_t_1,Posicion_t_2,Promedio_victorias,Promedio_victorias_t_1,Promedio_victorias_t_2,Saves,Saves_2,Saves_2_t_1,Saves_2_t_2,Saves_t_1,Saves_t_2,Status,Strike_outs,Strike_outs_2,Strike_outs_2_t_1,Strike_outs_2_t_2,Strike_outs_t_1,Strike_outs_t_2,Sueldo,Sueldo_base,Sueldo_base_t_1,Sueldo_base_t_2,Sueldo_regular,Sueldo_regular_t_1,Sueldo_regular_t_2,Sueldo_t_1,Sueldo_t_2,TVS,TVS_2,TVS_2_t_1,TVS_2_t_2,TVS_t_1,TVS_t_2,Valor_contrato,Valor_contrato_total,Valor_contrato_total_t_1,Valor_contrato_total_t_2,Valor_promedio_contrato,Victorias,Victorias_t_1,Victorias_t_2,WAR,WAR_2,WAR_2_t_1,WAR_2_t_2,WAR_t_1,WAR_t_2,WHIP,WHIP_2,WHIP_2_t_1,WHIP_2_t_2,WHIP_t_1,WHIP_t_2,WS_ganadas,WS_ganadas_t_1,WS_ganadas_t_2,Walks,Walks_2,Walks_2_t_1,Walks_2_t_2,Walks_t_1,Walks_t_2,Wins,Wins_2,Wins_2_t_1,Wins_2_t_2,Wins_t_1,Wins_t_2,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
ATL,ATL,SD,6.1,6.1,6.1,10,11,2021,9,1,71,5041,484,5776,22,76,6,7,4,28,784,64,841,27,729,49,529,7,23,8,29,3.7777777777777777,14.271604938271604,4.0,5.2041015625,2.0,2.28125,0.02971768202080238,0.000883140624689521,0.0011739763465329009,0.0016587710622010155,0.03426333822809594,0.040728013236604306,0.11226679874525344,0.012603834100507241,0.0046959053861316035,0.00863241307663009,0.06852667645619188,0.09291078019600357,3.61,13.0321,7.728399999999999,25.100099999999998,2.78,5.01,34,35,35,Atlanta Braves,ATL,Atlanta Braves,San Diego Padres,67.3,4529.29,515.29,7621.289999999999,22.7,87.3,67,4489,529,7569,0,0,0,0,0,0,23,87,161,60,162,Mark Melancon,2,4,1,16,1,4,18,18,2,215,215,215,25,26,6,RP/CL,RP/CL,RP/CL,0.6024844720496895,0.5833333333333334,0.4876543209876543,12,144,121,2500,11,50,UFA,68,4624,196,5329,14,73,19000000,14000000,14000000,2000000,4591409,10185185,4000000,19000000,4000000,17.05,290.70250000000004,1614.4324,18613.144900000003,40.18,136.43,3000000,52210000,95750000,25200000,3000000,97,35,79,0.58,0.3364,1.0,9.3636,1.0,3.06,1.32,1.7424000000000002,1.6384,6.25,1.28,2.5,3,3,0,18,324,49,1024,7,32,5,25,4,36,2,6,16.759949537130716,16.454567887579532,15.339697506608122
SEA,MIN,TB,6.3,6.3,6.3,10,11,2021,9,1,56,3136,225,3136,15,56,3,7,7,34,1156,9,729,32,1024,9,529,3,23,3,27,3.9375,15.50390625,6.25,15.0544,2.5,3.88,0.03465453757851419,0.001200936974780652,0.00378033258826064,0.0014090667243820396,0.061484409310496264,0.03753753753753754,0.1364522417153996,0.01861921426915784,0.02362707867662899,0.021212654095536975,0.15371102327624064,0.14564564564564564,5.61,31.472100000000005,1.1449,22.752899999999997,1.07,4.77,26,27,28,Seattle Mariners,MIN,Minnesota Twins,Tampa Bay Rays,51.3,2631.6899999999996,640.09,5476.0,25.3,74.0,44,1936,324,4356,8,64,16,16,4,4,18,66,162,60,162,Matt Wisler,4,16,1,36,1,6,0,6,2,215,215,215,4,17,7,RP,RP,RP,0.419753086419753,0.6,0.6172839506172839,0,0,1,4,1,2,UFA,63,3969,1225,9409,35,97,570000,570000,725000,1150000,269720,268519,698679,725000,1200000,0.0,0.0,4534.6756000000005,4534.6756000000005,67.34,67.34,1150000,4450000,134000000,18725000,1150000,68,36,100,-0.16,0.0256,1.0404,0.5476,1.02,0.74,1.4,1.9599999999999997,1.2995999999999999,4.8841,1.14,2.21,0,3,0,16,256,196,625,14,25,3,9,0,9,0,3,13.253391639810733,13.253391639810733,12.505139662848519
WSH,WSH,LAD,6.3,6.3,6.3,10,11,2015,9,7,144,20736,4900,35721,70,189,7,10,7,59,3481,900,6889,56,3136,784,5929,28,77,30,83,7.363636363636363,54.22314049586777,16.0,30.90606147658719,4.0,5.559322033898305,0.021280711936544787,0.00045286870052619975,0.0014419178717924588,0.0007061235654288874,0.037972593693247486,0.02657298563257218,0.1567034242600116,0.024555963174813192,0.02307068594867934,0.021823498323212127,0.15189037477298994,0.1477277845336216,2.93,8.584900000000001,13.987600000000002,38.440000000000005,3.74,6.2,34,35,35,Washington Nationals,DET,Washington Nationals,Los Angeles Dodgers,172.3,29687.290000000005,4529.29,60860.88999999999,67.3,246.7,29,841,144,1764,27,729,144,1764,12,42,12,42,162,62,162,Max Scherzer,7,49,16,64,4,8,1,1,25,208,208,208,6,6,35,SP,SP,SP,0.5740740740740741,0.4193548387096774,0.654320987654321,0,0,0,0,0,0,UFA,243,59049,8464,107584,92,328,37505562,30262705,28777759,27360623,37505562,17801286,0,35920616,34603480,77.43,5995.404900000001,334.5241,7150.3936,18.29,84.56,210000000,184550000,316750000,160320500,30000000,93,26,106,5.79,33.5241,4.840000000000001,30.25,2.2,5.5,1.03,1.0609,1.9043999999999996,5.0625,1.38,2.25,1,1,7,33,1089,529,3481,23,59,11,121,25,400,5,20,17.439999799942317,17.225426654265814,17.439999799942317
OAK,OAK,OAK,6.2,6.2,6.2,10,11,2021,9,1,166,27556,4225,6400,65,80,6,2,5,82,6724,961,1521,80,6400,900,1444,30,38,31,39,2.3773584905660377,5.651833392666429,5.34765625,4.41,2.3125,2.1,0.0318835348613367,0.0010165597952540727,0.0009079269828096793,0.0010586040838987142,0.030131826741996232,0.03253619651862698,0.07579859231185707,0.005745426596459117,0.004855281404165825,0.004668444009993329,0.0696798493408663,0.06832601268911664,3.9,15.209999999999999,20.9764,151.0441,4.58,12.29,34,35,36,Oakland Athletics,OAK,Oakland Athletics,Oakland Athletics,184.7,34114.09,3481.0,4664.889999999999,59.0,68.3,34,1156,121,169,32,1024,121,169,11,13,11,13,162,60,162,Michael Fiers,4,16,9,25,3,5,15,15,15,211,211,211,28,29,29,SP,SP,SP,0.5987654320987654,0.6,0.5308641975308642,0,0,0,0,0,0,UFA,126,15876,1369,1764,37,42,6000000,6000000,8100000,3500000,6000000,3000000,3500000,8100000,3500000,72.15,5205.6225,3466.8544,3466.8544,58.88,58.88,3500000,37600000,7500000,21300000,3500000,97,36,86,2.88,8.2944,0.39690000000000003,0.1444,0.63,0.38,1.19,1.4161,1.8769000000000002,11.628100000000002,1.37,3.41,9,9,9,53,2809,256,400,16,20,14,196,36,36,6,6,15.60727002719233,15.60727002719233,15.60727002719233
MIN,MIN,MIN,6.7,6.7,6.7,10,11,2020,9,2,141,19881,625,19321,25,139,4,7,6,68,4624,100,3481,65,4225,100,2916,10,54,10,59,5.0,25.0,12.755102040816327,16.286989795918366,3.5714285714285716,4.035714285714286,0.0213089802130898,0.0004540726377218527,0.0008485716893278602,0.0005233030031184586,0.029130253849354974,0.02287581699346405,0.106544901065449,0.011351815943046316,0.01082361848632475,0.008523030671963775,0.10403662089055349,0.0923202614379085,4.01,16.080099999999998,11.424399999999999,49.0,3.38,7.0,30,31,32,Minnesota Twins,MIN,Minnesota Twins,Minnesota Twins,146.0,21316.0,712.89,18496.0,26.7,136.0,26,676,25,729,26,676,25,676,5,26,5,27,162,60,163,Michael Pineda,5,25,0,64,0,8,6,6,6,280,280,280,16,17,17,SP,SP,SP,0.6234567901234568,0.6,0.4478527607361963,0,0,0,0,0,0,UFA,140,19600,625,12769,25,113,8000000,8000000,10000000,10000000,8000000,651759,10000000,10000000,10000000,72.52,5259.1503999999995,0.0,1945.6921,0.0,44.11,20000000,46800000,134000000,41750000,10000000,101,36,73,2.49,6.200100000000001,0.16000000000000003,3.6864,0.4,1.92,1.16,1.3456,1.44,5.9536,1.2,2.44,3,3,3,28,784,49,784,7,28,11,121,4,121,2,11,15.89495209964411,15.89495209964411,15.89495209964411
STL,NYM,TB,6.6,6.6,6.6,10,11,2021,9,1,143,20449,2116,31684,46,178,1,5,7,71,5041,676,9801,67,4489,625,9025,25,95,26,99,1.8909090909090909,3.5755371900826445,27.93877551020408,17.28808864265928,5.285714285714286,4.157894736842105,0.04823292116109796,0.0023264146837326913,0.0005233030031184586,0.0007078289494481654,0.02287581699346405,0.026605054960442485,0.09120406910462159,0.00831818222124059,0.014620445127942245,0.012237009621900276,0.12091503267973856,0.11062101799341875,4.76,22.6576,43.824400000000004,136.1889,6.62,11.67,28,29,30,St. Louis Cardinals,NYM,New York Mets,Tampa Bay Rays,126.7,16052.890000000001,1156.0,25185.689999999995,34.0,158.7,29,841,64,1444,24,576,49,900,7,30,8,38,162,60,162,Michael Wacha,7,49,16,81,4,9,23,5,2,215,215,215,29,9,7,SP,RP,SP,0.5617283950617284,0.4333333333333333,0.6172839506172839,0,0,0,0,0,0,UFA,104,10816,1369,24964,37,158,6350000,6350000,3000000,3000000,6350000,1666667,3000000,3555555,3000000,18.92,357.9664000000001,0.0,237.7764,0.0,15.42,3000000,25000000,26300000,18725000,3000000,91,26,100,0.24,0.0576,0.0361,0.7569,-0.19,-0.87,1.56,2.4336,2.4336,8.2369,1.56,2.87,11,2,0,55,3025,49,1444,7,38,6,36,1,16,1,4,15.663965370868874,15.663965370868874,15.663965370868874
TEX,OAK,KC,6.4,6.4,6.4,10,11,2021,9,2,190,36100,2500,42436,50,206,6,2,5,86,7396,1296,16384,83,6889,1225,15376,35,124,36,128,2.9411764705882355,8.65051903114187,9.610000000000001,11.964794410104812,3.1,3.459016393442623,0.03627247026190857,0.0013156920989010417,0.0015360623862521801,0.0009910295209104155,0.03919263178522438,0.03148062135521495,0.10668373606443697,0.01138141954066645,0.014761559531883451,0.011857464472037785,0.12149715853419557,0.10889198534344842,3.59,12.8881,30.913599999999995,112.57209999999999,5.56,10.61,31,32,33,Texas Rangers,OAK,Oakland Athletics,Kansas City Royals,208.3,43388.89000000001,3214.8900000000003,46354.090000000004,56.7,215.3,33,1089,144,1600,32,1024,121,1521,11,39,12,40,162,60,163,Mike Minor,10,100,36,324,6,18,2,15,4,210,210,210,8,29,9,SP,SP,SP,0.4814814814814814,0.6,0.4601226993865031,0,0,0,0,0,0,UFA,200,40000,3844,44521,62,211,9833333,9500000,9500000,7000000,9833333,735210,7000000,9833334,7000000,94.78,8983.2484,1153.9608999999998,4258.8676000000005,33.97,65.26,18000000,47250000,7500000,41500000,9000000,78,36,75,7.78,60.528400000000005,0.0025000000000000005,1.3688999999999998,0.05,1.17,1.24,1.5376,1.5376,6.1504,1.24,2.48,0,9,2,68,4624,400,3721,20,61,14,196,1,81,1,9,16.10128849874363,16.06680235657077,16.10128849874363
BOS,BOS,BOS,6.2,6.2,6.2,10,11,2019,9,4,72,5184,2601,54289,51,233,1,8,6,46,2116,400,10201,45,2025,400,9216,20,96,20,101,2.0,4.0,55.183673469387756,34.58560090702948,7.428571428571429,5.880952380952381,0.057442967339569995,0.0032996944967749052,0.00025930852787955645,0.00040918374502541655,0.016103059581320453,0.020228290709435055,0.11488593467913999,0.013198777987099621,0.014309597130333073,0.014151865703092768,0.1196227283183805,0.11896161441024902,5.99,35.880100000000006,13.838400000000002,55.8009,3.72,7.47,29,30,31,Boston Red Sox,BOS,Boston Red Sox,Boston Red Sox,67.7,4583.29,2332.89,53222.49,48.3,230.7,23,529,81,1681,12,144,81,1681,9,41,9,41,161,60,162,Nathan Eovaldi,1,1,4,121,2,11,14,14,14,217,217,217,24,24,25,SP,SP,SP,0.515527950310559,0.4,0.5679012345679012,0,0,0,0,0,0,UFA,70,4900,2704,61009,52,247,17000000,17000000,17000000,17000000,17000000,6296296,17000000,17000000,17000000,2.23,4.9729,1604.0024999999998,11126.030400000001,40.05,105.48,68000000,68000000,19100000,31850000,17000000,83,24,92,0.12,0.0144,1.5625,33.756099999999996,1.25,5.81,1.58,2.4964000000000004,1.44,5.7121,1.2,2.39,9,9,9,35,1225,49,1764,7,42,2,4,16,225,4,15,16.64872390202049,16.64872390202049,16.64872390202049
WSH,WSH,WSH,6.4,6.4,6.4,10,11,2019,9,6,169,28561,7225,76729,85,277,7,10,6,81,6561,1225,22201,73,5329,1156,21025,34,145,35,149,3.4,11.559999999999999,11.111111111111112,6.773339907955293,3.3333333333333335,2.6025641025641026,0.03850385038503851,0.00148254649447343,0.0009266788524935766,0.0013338552732695536,0.030441400304413998,0.036521983424638284,0.13091309130913092,0.01713823747611285,0.010296431694373076,0.009034655153873281,0.10147133434804667,0.09505080301540478,3.25,10.5625,21.715600000000002,109.83040000000001,4.66,10.48,29,30,31,Washington Nationals,ARI,Washington Nationals,Washington Nationals,202.0,40804.0,4316.490000000001,56311.29000000001,65.7,237.3,33,1089,121,1764,33,1089,121,1764,11,42,11,42,162,62,162,Patrick Corbin,7,49,49,529,7,23,1,1,1,220,220,220,6,6,6,SP,SP,SP,0.5740740740740741,0.4193548387096774,0.4012345679012346,0,0,0,0,0,0,UFA,238,56644,3600,41209,60,203,12916666,12500000,19000000,24000000,12916666,7453703,24416666,19416666,24416666,80.28,6444.8784000000005,173.7124,222.01000000000002,13.18,14.9,140000000,184550000,316750000,28000000,23333333,93,26,65,5.66,32.0356,2.9240999999999997,0.3721,1.71,0.61,1.18,1.3923999999999999,2.4649,9.2416,1.57,3.04,1,1,1,70,4900,324,6084,18,78,14,196,4,121,2,11,16.374028973482616,16.34123920227253,16.374028973482616
LAD,LAD,HOU,6.0,6.0,6.0,10,11,2021,9,2,43,1849,100,144,10,12,3,4,5,30,900,64,81,24,576,36,49,6,7,8,9,3.0,9.0,3.4489795918367347,5.0625,1.8571428571428572,2.25,0.03666507253307827,0.0013443275438558904,0.0020932120124738346,0.0017415492005336756,0.0457516339869281,0.04173187271778821,0.1099952175992348,0.012098947894703015,0.0072194455124097575,0.008816592827701733,0.08496732026143791,0.09389671361502347,3.1,9.610000000000001,10.112400000000001,27.667599999999997,3.18,5.26,31,32,33,Los Angeles Dodgers,LAD,Los Angeles Dodgers,Houston Astros,69.7,4858.09,289.0,453.69000000000005,17.0,21.3,71,5041,324,484,0,0,0,0,0,0,18,22,161,59,162,Pedro Baez,2,4,0,0,0,0,25,25,4,232,232,232,33,34,15,RP,RP,RP,0.6521739130434783,0.711864406779661,0.5864197530864198,1,1,4,4,2,2,UFA,69,4761,169,324,13,18,2100000,2100000,4000000,4500000,2100000,1481481,4750000,4000000,4750000,70.59,4982.9481000000005,1197.16,1197.16,34.6,34.6,12500000,85000000,15813500,76100000,6250000,105,42,95,0.45,0.2025,0.004900000000000001,0.0225,0.07,0.15,0.95,0.9025,1.0,2.8560999999999996,1.0,1.69,6,7,1,23,529,49,64,7,8,7,49,0,0,0,0,14.557447902693651,14.557447902693651,14.557447902693651
LAD,MIN,NYM,6.5,6.5,6.5,10,11,2021,9,1,48,2304,784,27225,28,165,3,7,9,20,400,169,6889,16,256,169,6561,13,81,13,83,4.0,16.0,3.325259515570934,6.319637345679012,1.8235294117647058,2.513888888888889,0.034071550255536626,0.001160870536815558,0.002382269518103146,0.0016440908164940327,0.04880849842090152,0.04054738976178408,0.1362862010221465,0.018573928589048928,0.00792166438372707,0.010390057723603588,0.08900373241458512,0.1019316325955961,2.46,6.0516,9.1809,47.4721,3.03,6.89,39,40,40,Los Angeles Dodgers,MIN,Minnesota Twins,New York Mets,58.7,3445.6900000000005,1497.6900000000003,38927.29,38.7,197.3,13,169,64,1600,13,169,64,1521,8,39,8,40,161,60,162,Rich Hill,1,1,4,100,2,10,25,6,5,221,221,221,33,17,9,SP,SP,SP,0.6521739130434783,0.6,0.4753086419753086,0,0,0,0,0,0,UFA,72,5184,961,32761,31,181,18666668,18000000,3000000,2500000,18666668,4629629,967752,6518518,2500000,0.0,0.0,6007.8001,15765.313600000001,77.51,125.56,2500000,85000000,134000000,94150000,2500000,105,36,77,1.25,1.5625,0.5776,2.2801,0.76,1.51,1.13,1.2768999999999997,1.3456,5.6169,1.16,2.37,6,3,2,18,324,289,5184,17,72,4,16,4,81,2,9,16.742250031459882,16.70588231586044,16.742250031459882
ARI,TOR,TOR,6.2,6.2,6.2,10,11,2021,9,1,150,22500,2809,41209,53,203,4,3,6,91,8281,1600,10404,84,7056,1444,9801,38,99,40,102,2.7976190476190474,7.8266723356009065,2.2834567901234566,10.612817515145073,1.511111111111111,3.2577319587628866,0.0535475234270415,0.0028673372651695584,0.009353172034763869,0.0019352018963292043,0.09671179883945841,0.04399092970521542,0.14980557149231846,0.02244170925014014,0.021357564191974387,0.02053794458070454,0.14614227380184827,0.14331065759637188,4.34,18.8356,43.824400000000004,89.49160000000002,6.62,9.46,27,28,29,Arizona Diamondbacks,TOR,Toronto Blue Jays,Toronto Blue Jays,174.3,30380.490000000005,2672.8900000000003,60025.0,51.7,245.0,34,1156,144,1936,33,1089,121,1849,11,43,12,44,162,61,163,Robbie Ray,8,64,25,144,5,12,1,2,2,215,215,215,6,8,8,SP,SP,SP,0.5246913580246914,0.5245901639344263,0.5644171779141104,0,0,0,0,0,0,UFA,235,55225,4624,99856,68,316,6050000,6050000,9430000,8000000,6050000,1159584,8000000,9430000,8000000,47.69,2274.3361,77.0884,10664.6929,8.78,103.27,8000000,11600000,108000000,186250000,8000000,85,32,92,1.53,2.3409,0.18489999999999998,39.4384,-0.43,6.28,1.34,1.7956000000000003,3.61,8.6436,1.9,2.94,1,2,2,84,7056,2025,9409,45,97,12,144,4,225,2,15,15.615568830007025,15.615568830007025,15.615568830007025
TOR,CHC,CHW,6.1,6.1,6.1,10,11,2021,9,1,20,400,289,2704,17,52,5,4,2,12,144,81,784,12,144,81,784,9,28,9,28,1.75,3.0625,6.673611111111112,11.472424557752342,2.5833333333333335,3.3870967741935485,0.040962621607782905,0.0016779363689824029,0.004148936446072903,0.001764455313929833,0.06441223832528181,0.04200542005420054,0.07168458781362008,0.0051386801300086086,0.02768838836580597,0.020242580474585232,0.16639828234031134,0.14227642276422764,4.99,24.900100000000002,15.366399999999999,45.0241,3.92,6.71,31,32,33,Toronto Blue Jays,CHC,Chicago Cubs,Chicago White Sox,21.7,470.89,428.48999999999995,6724.0,20.7,82.0,23,529,441,7396,1,1,0,0,0,0,21,86,161,58,162,Ryan Tepera,2,4,1,9,1,3,2,17,6,195,195,195,7,21,11,RP,RP,RP,0.4099378881987577,0.5517241379310345,0.5740740740740741,0,0,0,4,0,2,UFA,14,196,961,11025,31,105,1525000,1525000,900000,800000,1525000,318408,283866,900000,1750000,0.0,0.0,1604.8036000000002,12303.2464,40.06,110.92,800000,15500000,2650000,57000000,800000,66,32,93,0.1,0.010000000000000002,0.0324,1.7424000000000002,0.18,1.32,1.29,1.6641000000000001,1.9599999999999997,5.1983999999999995,1.4,2.28,2,3,3,8,64,144,961,12,31,0,0,0,0,0,0,14.237504968023648,14.237504968023648,14.237504968023648
MIA,MIA,HOU,6.4,6.4,6.4,10,11,2021,9,1,61,3721,121,3249,11,57,2,6,5,39,1521,64,1600,34,1156,64,1156,8,34,8,40,2.282051282051282,5.2077580539119,1.890625,4.3634567901234576,1.375,2.088888888888889,0.05627705627705628,0.0031671070632109596,0.007901234567901235,0.004077711392636306,0.08888888888888889,0.06385696040868455,0.12842712842712842,0.016493527316038138,0.01493827160493827,0.017792917464362668,0.12222222222222222,0.13339009507591884,3.97,15.760900000000001,51.84,112.78439999999998,7.2,10.62,27,28,29,Miami Marlins,MIA,Miami Marlins,Houston Astros,77.0,5929.0,100.0,6130.889999999999,10.0,78.3,65,4225,81,6561,27,729,0,0,0,0,9,81,162,60,162,Ryne Stanek,5,25,0,25,0,5,2,2,4,226,226,226,2,3,15,RP,RP,RP,0.3518518518518518,0.5166666666666667,0.5864197530864198,1,1,0,4,0,2,UFA,89,7921,121,8836,11,94,564200,564200,604200,1100000,185013,223778,1100000,604200,1100000,48.37,2339.6569,0.0,1572.1225,0.0,39.65,1100000,4500000,25350000,76100000,1100000,57,31,95,0.89,0.7921,0.0081,0.2025,-0.09,0.45,1.3,1.6900000000000002,3.61,9.7344,1.9,3.12,2,2,1,39,1521,64,2025,8,45,0,0,0,9,0,3,13.243164077550032,13.243164077550032,12.128181371861892
WSH,WSH,SEA,6.2,6.2,6.2,10,11,2021,9,1,63,3969,81,3481,9,59,7,10,4,27,729,36,1089,27,729,25,900,5,30,6,33,4.4,19.360000000000003,2.25,4.775034293552812,1.5,2.185185185185185,0.027777777777777776,0.0007716049382716049,0.003331605063206795,0.0027411529289219053,0.05772005772005772,0.052356020942408384,0.12222222222222222,0.01493827160493827,0.00749611139221529,0.01308909923947483,0.08658008658008659,0.11440760131859609,4.05,16.4025,34.456900000000005,108.16000000000001,5.87,10.4,32,33,34,Washington Nationals,WSH,Washington Nationals,Seattle Mariners,60.0,3600.0,59.290000000000006,3283.2899999999995,7.7,57.3,63,3969,121,4489,0,0,0,0,0,0,11,67,162,62,162,Sean Doolittle,5,25,4,9,2,3,1,1,0,204,204,204,6,6,4,RP,RP,RP,0.5740740740740741,0.4193548387096774,0.5555555555555556,29,841,0,1,0,1,UFA,66,4356,36,3481,6,59,6000000,6000000,6500000,1500000,6000000,2407407,306470,6500000,1500000,69.53,4834.4209,0.0,164.6089,0.0,12.83,1500000,184550000,316750000,16300000,1500000,93,26,90,0.99,0.9801,0.0001,0.43560000000000004,0.01,0.66,1.3,1.6900000000000002,2.8899999999999997,10.0489,1.7,3.17,1,1,0,15,225,16,729,4,27,6,36,0,9,0,3,15.60727002719233,15.60727002719233,15.60727002719233
WSH,WSH,WSH,6.5,6.5,6.5,10,11,2020,9,7,161,25921,64,576,8,24,7,10,6,79,6241,36,324,77,5929,36,289,6,17,6,18,4.482142857142857,20.089604591836732,4.0,2.3511111111111114,2.0,1.5333333333333334,0.029771398192450824,0.0008863361503334641,0.0004938271604938272,0.00389650265507691,0.022222222222222223,0.06242197253433209,0.13343965975544922,0.017806142795650053,0.0019753086419753087,0.009161110686825267,0.044444444444444446,0.0957136912193092,3.32,11.0224,116.64000000000001,236.23689999999996,10.8,15.37,30,31,32,Washington Nationals,WSH,Washington Nationals,Washington Nationals,209.0,43681.0,25.0,712.89,5.0,26.7,34,1156,4,49,33,1089,4,49,2,7,2,7,162,62,162,Stephen Strasburg,6,36,1,9,1,3,1,1,1,235,235,235,6,6,6,SP,SP,SP,0.5740740740740741,0.4193548387096774,0.4012345679012346,0,0,0,0,0,0,UFA,251,63001,4,529,2,23,39333334,35000000,35000000,35000000,5000000,8730159,23571429,35000000,35000000,89.97,8094.6008999999995,0.0,0.0,0.0,0.0,245000000,184550000,316750000,28000000,35000000,93,26,65,6.29,39.5641,0.0529,0.0625,-0.23,-0.25,1.04,1.0816000000000001,3.24,10.112400000000001,1.8,3.18,1,1,1,56,3136,1,225,1,15,18,324,0,1,0,1,17.48758291071098,17.37085861945369,15.424948470398375
ARI,TOR,NYM,6.4,6.4,6.4,10,11,2021,9,3,1,1,1849,30976,43,176,4,3,9,0,0,529,11449,0,0,256,9025,16,95,23,107,inf,inf,6.925207756232688,7.015339663988313,2.6315789473684212,2.6486486486486487,0.0,0.0,0.001568800665797264,0.0014999556984414012,0.03960808838857619,0.03872926152718899,0.1111111111111111,0.012345679012345678,0.01086427053876222,0.010522698705501253,0.10423181154888472,0.10258020620714921,0.0,0.0,7.290000000000001,51.408899999999996,2.7,7.17,26,27,27,Arizona Diamondbacks,TOR,Toronto Blue Jays,New York Mets,1.0,1.0,2840.89,45071.29000000001,53.3,212.3,1,1,121,1764,1,1,121,1600,11,40,11,42,162,61,162,Taijuan Walker,0,0,9,196,3,14,1,2,5,235,235,235,6,8,9,SP,SP,SP,0.5246913580246914,0.5245901639344263,0.4753086419753086,0,0,0,0,0,0,UFA,1,1,2500,38416,50,196,5025000,5025000,2000000,10000000,5025000,724151,10000000,2370370,10000000,0.0,0.0,5864.4964,13347.1809,76.58,115.53,23000000,11600000,108000000,94150000,7666667,85,32,77,0.05,0.0025000000000000005,0.1444,0.7569,0.38,0.87,1.0,1.0,1.3456,5.522500000000001,1.16,2.35,1,2,2,0,0,361,5476,19,74,0,0,16,121,4,11,15.429936011909414,15.429936011909414,15.429936011909414
NYY,NYY,LAD,6.1,6.1,6.1,10,11,2021,9,2,45,2025,1,1,1,1,5,2,7,27,729,0,0,25,625,0,0,0,0,0,0,4.4,19.360000000000003,9.0,9.0,3.0,3.0,0.036251586006887805,0.0013141774880147837,0.012345679012345678,0.012345679012345678,0.1111111111111111,0.1111111111111111,0.15950697843030634,0.025442476167966212,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,3.67,13.4689,0.0,0.0,0.0,0.0,29,30,30,New York Yankees,NYY,New York Yankees,Los Angeles Dodgers,61.3,3757.6899999999996,1.0,1.0,1.0,1.0,72,5184,1,1,0,0,0,0,0,0,1,1,162,60,162,Tommy Kahnle,2,4,0,0,0,0,40,40,25,235,235,235,55,56,35,RP,RP,RP,0.6358024691358025,0.55,0.654320987654321,0,0,0,0,0,0,UFA,88,7744,9,9,3,3,1387500,1387500,2650000,750000,1387500,981481,1025000,2650000,1025000,52.72,2779.3984,0.0,0.0,0.0,0.0,5250000,124555000,336500000,160320500,2625000,103,33,106,0.75,0.5625,0.010000000000000002,0.010000000000000002,0.1,0.1,1.06,1.1236000000000002,4.0,4.0,2.0,2.0,27,27,7,20,400,1,1,1,1,3,9,0,0,0,0,14.143014124602727,14.143014124602727,14.143014124602727
