Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2,Agente libre
Travis Shaw,1B,84,0.519,220,44,9,39,0.2,0.659,BOS,1500000,1500000,395185,7056,0.269361,48400,1936,81,1521,0.04000000000000001,0.43428100000000003,No
Andrew Stevenson,OF,109,0.673,192,44,5,23,0.229,0.632,WSH,579100,579100,526097,11881,0.4529290000000001,36864,1936,25,529,0.052441,0.399424,No
D.J. Peters,OF,70,0.432,223,44,13,38,0.197,0.663,TEX,575000,575000,268917,4900,0.18662399999999998,49729,1936,169,1444,0.038809,0.43956900000000004,No
Christian Arroyo,SS,57,0.352,164,44,6,25,0.268,0.787,BOS,581500,581500,581500,3249,0.12390399999999999,26896,1936,36,625,0.07182400000000001,0.6193690000000001,No
Austin Barnes,C,77,0.475,200,43,6,23,0.215,0.644,LAD,1500000,1650000,1650000,5929,0.225625,40000,1849,36,529,0.046224999999999995,0.41473600000000005,No
Dom Nunez,C,81,0.503,228,43,10,33,0.189,0.692,COL,572500,572500,572500,6561,0.253009,51984,1849,100,1089,0.035721,0.47886399999999996,No
Curt Casali,C,77,0.475,200,42,5,26,0.21,0.663,SF,1500000,2000000,2000000,5929,0.225625,40000,1764,25,676,0.04409999999999999,0.43956900000000004,Si
Stephen Vogt,C,78,0.485,210,41,7,25,0.195,0.616,ATL,3500000,3500000,1467726,6084,0.235225,44100,1681,49,625,0.038025,0.379456,No
Zack Collins,C,78,0.482,195,41,4,26,0.21,0.669,CHW,575000,575000,522379,6084,0.23232399999999997,38025,1681,16,676,0.04409999999999999,0.44756100000000004,No
Danny Jansen,C,70,0.432,184,41,11,28,0.223,0.772,TOR,601800,601800,601800,4900,0.18662399999999998,33856,1681,121,784,0.049729,0.5959840000000001,No
Marcell Ozuna,LF,48,0.298,188,40,7,26,0.213,0.645,ATL,16000000,16000000,16000000,2304,0.088804,35344,1600,49,676,0.045369,0.41602500000000003,Si
Gavin Sheets,1B,54,0.333,160,40,11,34,0.25,0.83,CHW,570500,570500,233092,2916,0.11088900000000002,25600,1600,121,1156,0.0625,0.6889,No
Alejandro Kirk,C,60,0.37,165,40,8,24,0.242,0.764,TOR,573500,573500,564189,3600,0.1369,27225,1600,64,576,0.058564,0.583696,No
Mike Trout,CF,36,0.222,117,39,8,18,0.333,1.09,LAA,35450000,37166667,37166667,1296,0.049284,13689,1521,64,324,0.11088900000000002,1.1881000000000002,No
Kole Calhoun,RF,51,0.315,166,39,5,17,0.235,0.67,ARI,8000000,8000000,8000000,2601,0.09922500000000001,27556,1521,25,289,0.055224999999999996,0.4489000000000001,No
Miguel Andujar,3B,45,0.278,154,39,6,12,0.253,0.667,NYY,639000,639000,583950,2025,0.07728400000000002,23716,1521,36,144,0.064009,0.44488900000000003,No
Mike Moustakas,3B,62,0.383,183,38,6,22,0.208,0.653,CIN,14000000,14000000,14000000,3844,0.146689,33489,1444,36,484,0.043264,0.42640900000000004,No
Jake Marisnick,CF,99,0.611,176,38,5,24,0.216,0.661,SD,1000000,1000000,349440,9801,0.37332099999999996,30976,1444,25,576,0.046655999999999996,0.43692100000000006,Si
Stephen Piscotty,RF,72,0.444,173,38,5,16,0.22,0.635,OAK,7250000,7583333,7583333,5184,0.197136,29929,1444,25,256,0.0484,0.403225,No
Brent Rooker,OF,58,0.358,189,38,9,16,0.201,0.688,MIN,570500,570500,300566,3364,0.128164,35721,1444,81,256,0.040401000000000006,0.47334399999999993,No
Jake Meyers,OF,49,0.303,146,38,6,28,0.26,0.761,HOU,570500,570500,196288,2401,0.091809,21316,1444,36,784,0.06760000000000001,0.579121,No
Sandy Leon,C,84,0.519,202,37,4,14,0.183,0.505,MIA,1250000,1250000,1108800,7056,0.269361,40804,1369,16,196,0.033489,0.255025,No
Derek Hill,OF,49,0.303,139,36,3,14,0.259,0.702,DET,570500,570500,337370,2401,0.091809,19321,1296,9,196,0.067081,0.49280399999999996,No
Max Schrock,SS,53,0.327,125,36,3,14,0.288,0.776,CIN,570500,570500,233092,2809,0.10692900000000001,15625,1296,9,196,0.08294399999999999,0.602176,No
Jason Castro,C,66,0.407,149,35,8,21,0.235,0.799,HOU,2500000,3500000,3500000,4356,0.165649,22201,1225,64,441,0.055224999999999996,0.6384010000000001,Si
Matt Carpenter,3B,130,0.803,207,35,3,21,0.169,0.581,STL,18500000,18500000,18500000,16900,0.6448090000000001,42849,1225,9,441,0.028561000000000003,0.33756099999999994,No
Eli White,OF,64,0.395,198,35,6,15,0.177,0.567,TEX,572500,572500,492480,4096,0.15602500000000002,39204,1225,36,225,0.031328999999999996,0.32148899999999997,No
Kyle Higashioka,C,67,0.414,193,35,10,29,0.181,0.635,NYY,594000,594000,594000,4489,0.171396,37249,1225,100,841,0.032761,0.403225,No
Luis Guillorme,SS,69,0.426,132,35,1,5,0.265,0.685,NYM,580701,580701,580701,4761,0.181476,17424,1225,1,25,0.07022500000000001,0.46922500000000006,No
Luis Rengifo,SS,54,0.333,174,35,6,18,0.201,0.556,LAA,570500,570500,266829,2916,0.11088900000000002,30276,1225,36,324,0.040401000000000006,0.3091360000000001,No
Jose Rojas,3B,61,0.377,168,35,6,15,0.208,0.676,LAA,570500,570500,288298,3721,0.142129,28224,1225,36,225,0.043264,0.45697600000000005,No
William Contreras,C,53,0.329,163,35,8,23,0.215,0.701,ATL,570500,570500,285231,2809,0.108241,26569,1225,64,529,0.046224999999999995,0.4914009999999999,No
Manuel Pina,C,75,0.463,180,34,13,33,0.189,0.732,MIL,1650000,1650000,1650000,5625,0.21436900000000003,32400,1156,169,1089,0.035721,0.535824,No
Rob Refsnyder,RF,51,0.315,139,34,2,12,0.245,0.663,MIN,570500,570500,432447,2601,0.09922500000000001,19321,1156,4,144,0.060024999999999995,0.43956900000000004,No
Tomas Nido,C,58,0.358,153,34,3,13,0.222,0.588,NYM,577720,577720,577720,3364,0.128164,23409,1156,9,169,0.049284,0.34574399999999994,No
Tyler Wade,2B,103,0.636,127,34,0,5,0.268,0.677,NYY,603000,603000,534930,10609,0.404496,16129,1156,0,25,0.07182400000000001,0.45832900000000004,No
Clint Frazier,OF,66,0.407,183,34,5,15,0.186,0.633,NYY,2100000,2100000,2100000,4356,0.165649,33489,1156,25,225,0.034596,0.400689,No
Travis Jankowski,RF,76,0.469,131,33,1,10,0.252,0.715,PHI,570500,570500,386442,5776,0.21996099999999996,17161,1089,1,100,0.063504,0.5112249999999999,No
Aristides Aquino,RF,84,0.519,174,33,10,23,0.19,0.707,CIN,579000,579000,579000,7056,0.269361,30276,1089,100,529,0.0361,0.49984899999999993,No
Shogo Akiyama,CF,88,0.543,162,33,0,12,0.204,0.535,CIN,7000000,7000000,7000000,7744,0.294849,26244,1089,0,144,0.04161599999999999,0.286225,No
Kyle Lewis,CF,36,0.222,130,32,5,11,0.246,0.726,SEA,625000,625000,625000,1296,0.049284,16900,1024,25,121,0.060516,0.527076,No
Jordon Adell,OF,35,0.216,130,32,4,26,0.246,0.703,LAA,570500,570500,190154,1225,0.046655999999999996,16900,1024,16,676,0.060516,0.49420899999999995,No
Ryan McKenna,CF,90,0.556,169,31,2,14,0.183,0.559,BAL,570500,570500,386442,8100,0.3091360000000001,28561,961,4,196,0.033489,0.31248100000000006,No
Jake Cave,LF,76,0.469,164,31,3,13,0.189,0.541,MIN,597500,597500,597500,5776,0.21996099999999996,26896,961,9,169,0.035721,0.292681,No
Anthony Alford,CF,49,0.303,133,31,5,11,0.233,0.717,PIT,582000,582000,244062,2401,0.091809,17689,961,25,121,0.054289000000000004,0.5140889999999999,No
Adam Engel,LF,39,0.241,123,31,7,18,0.252,0.832,CHW,1375000,1375000,1375000,1521,0.058080999999999994,15129,961,49,324,0.063504,0.692224,No
Yonny Hernandez,SS,43,0.265,143,31,0,6,0.217,0.567,TEX,570500,570500,177886,1849,0.07022500000000001,20449,961,0,36,0.047089,0.32148899999999997,No
Jordy Mercer,SS,46,0.284,118,30,2,9,0.254,0.671,WSH,1000000,1000000,1000000,2116,0.08065599999999999,13924,900,4,81,0.064516,0.45024100000000006,No
Jose Peraza,SS,64,0.395,142,30,6,20,0.211,0.667,NYM,575000,575000,510015,4096,0.15602500000000002,20164,900,36,400,0.044521,0.44488900000000003,No
Michael Chavis,2B,43,0.265,121,30,3,11,0.248,0.655,PIT,575500,575500,157794,1849,0.07022500000000001,14641,900,9,121,0.061503999999999996,0.42902500000000005,No
Michael Perez,C,70,0.432,210,30,7,21,0.143,0.511,PIT,591500,591500,591500,4900,0.18662399999999998,44100,900,49,441,0.020448999999999995,0.261121,No
Adalberto Mondesi,SS,35,0.216,126,29,6,17,0.23,0.723,KC,2525000,2525000,2525000,1225,0.046655999999999996,15876,841,36,289,0.0529,0.522729,No
Nick Senzel,3B,36,0.222,111,29,1,8,0.261,0.673,CIN,580500,580500,580500,1296,0.049284,12321,841,1,64,0.068121,0.4529290000000001,No
Jarrod Dyson,CF,102,0.63,135,28,0,10,0.207,0.549,TOR,1500000,1500000,298405,10404,0.39690000000000003,18225,784,0,100,0.042849,0.30140100000000003,Si
Billy Hamilton,CF,71,0.438,127,28,2,11,0.221,0.62,CHW,1250000,1250000,1250000,5041,0.191844,16129,784,4,121,0.048841,0.3844,No
Andrew Knizner,C,63,0.389,161,28,1,9,0.174,0.517,STL,579200,579200,579200,3969,0.151321,25921,784,1,81,0.030275999999999997,0.267289,No
Cameron Gallagher,C,48,0.296,112,28,1,7,0.25,0.628,KC,604000,604000,604000,2304,0.08761599999999999,12544,784,1,49,0.0625,0.394384,No
Leodys Taveras,CF,49,0.303,174,28,3,9,0.161,0.477,TEX,574000,574000,203676,2401,0.091809,30276,784,9,81,0.025921000000000003,0.22752899999999998,No
Jake Rogers,C,38,0.235,113,27,6,17,0.239,0.802,DET,570500,570500,456983,1444,0.055224999999999996,12769,729,36,289,0.057121,0.6432040000000001,No
Cole Tucker,SS,43,0.265,117,26,2,12,0.222,0.64,PIT,570500,570500,193221,1849,0.07022500000000001,13689,676,4,144,0.049284,0.4096,No
Lars Nootbaar,OF,58,0.358,109,26,5,15,0.239,0.739,STL,570500,570500,263762,3364,0.128164,11881,676,25,225,0.057121,0.546121,No
Tim Locastro,OF,64,0.395,139,25,2,7,0.18,0.515,NYY,589100,589100,297698,4096,0.15602500000000002,19321,625,4,49,0.0324,0.265225,No
Cal Raleigh,C,47,0.29,139,25,2,13,0.18,0.543,SEA,570500,570500,257628,2209,0.0841,19321,625,4,169,0.0324,0.294849,No
Lewin Diaz,1B,40,0.247,122,25,8,13,0.205,0.693,MIA,570500,570500,150283,1600,0.061009,14884,625,64,169,0.04202499999999999,0.4802489999999999,No
Hoy Jun Park,2B,45,0.278,128,25,3,14,0.195,0.633,PIT,570500,570500,193221,2025,0.07728400000000002,16384,625,9,196,0.038025,0.400689,No
Austin Wynns,C,45,0.278,130,24,4,14,0.185,0.54,BAL,570500,570500,383375,2025,0.07728400000000002,16900,576,16,196,0.034225,0.2916,No
Keibert Ruiz,C,29,0.179,88,24,3,15,0.273,0.742,WSH,570500,570500,104278,841,0.032041,7744,576,9,225,0.07452900000000001,0.5505639999999999,No
Gerardo Parra,RF,53,0.327,97,23,2,10,0.237,0.643,WSH,1000000,1000000,564480,2809,0.10692900000000001,9409,529,4,100,0.056169,0.413449,No
Richie Martin,SS,37,0.228,98,23,1,8,0.235,0.555,BAL,570500,570500,331236,1369,0.051984,9604,529,1,64,0.055224999999999996,0.30802500000000005,No
Matt Vierling,OF,34,0.21,71,23,2,6,0.324,0.843,PHI,570500,570500,125747,1156,0.04409999999999999,5041,529,4,36,0.104976,0.710649,No
Kyle Garlick,RF,36,0.222,99,23,5,10,0.232,0.745,MIN,570500,570500,570500,1296,0.049284,9801,529,25,100,0.053824000000000004,0.555025,No
Robinson Chirinos,C,45,0.278,97,22,5,15,0.227,0.778,CHC,1000000,1000000,483840,2025,0.07728400000000002,9409,484,25,225,0.051529000000000005,0.605284,No
Andrew Knapp,C,62,0.383,145,22,2,11,0.152,0.429,PHI,1100000,1100000,1100000,3844,0.146689,21025,484,4,121,0.023104,0.18404099999999998,No
Breyvic Valera,2B,39,0.241,87,22,1,15,0.253,0.669,TOR,570500,570500,236159,1521,0.058080999999999994,7569,484,1,225,0.064009,0.44756100000000004,No
Riley Adams,C,47,0.29,99,22,2,10,0.222,0.737,WSH,570500,570500,272963,2209,0.0841,9801,484,4,100,0.049284,0.543169,No
Shed Long,2B,34,0.21,111,22,4,17,0.198,0.619,SEA,580500,580500,580500,1156,0.04409999999999999,12321,484,16,289,0.039204,0.383161,No
Zack Short,2B,61,0.377,156,22,6,20,0.141,0.521,DET,570500,570500,266829,3721,0.142129,24336,484,36,400,0.019880999999999996,0.27144100000000004,No
Khris Davis,DH,42,0.259,102,21,3,10,0.206,0.635,OAK,570500,570500,98144,1764,0.067081,10404,441,9,100,0.042435999999999995,0.403225,No
Aaron Hicks,CF,32,0.198,108,21,4,14,0.194,0.627,NYY,10500000,10785714,10785714,1024,0.039204,11664,441,16,196,0.037636,0.393129,No
Daniel Santana,OF,38,0.235,116,21,5,14,0.181,0.597,BOS,1750000,1750000,1750000,1444,0.055224999999999996,13456,441,25,196,0.032761,0.356409,Si
Jose Rondon,2B,63,0.389,80,21,3,9,0.263,0.735,STL,570500,570500,389509,3969,0.151321,6400,441,9,81,0.06916900000000001,0.540225,No
Kyle Isbel,OF,28,0.173,76,21,1,7,0.276,0.772,KC,570500,570500,131881,784,0.029928999999999997,5776,441,1,49,0.07617600000000001,0.5959840000000001,No
Daz Cameron,OF,35,0.216,103,20,4,13,0.194,0.637,DET,570500,570500,291365,1225,0.046655999999999996,10609,400,16,169,0.037636,0.405769,No
Alex Jackson,C,52,0.321,131,18,3,12,0.137,0.488,MIA,580500,580500,202865,2704,0.10304100000000001,17161,324,9,144,0.018769000000000004,0.238144,No
Alex Avila,C,34,0.21,89,17,1,9,0.191,0.694,WSH,1500000,1500000,1500000,1156,0.04409999999999999,7921,289,1,81,0.036481,0.48163599999999995,Si
Orlando Arcia,SS,36,0.224,81,16,2,14,0.198,0.567,ATL,2000000,2000000,290331,1296,0.050176000000000005,6561,256,4,196,0.039204,0.32148899999999997,No
Sam Haggerty,2B,35,0.216,86,16,2,5,0.186,0.538,SEA,574300,574300,574300,1225,0.046655999999999996,7396,256,4,25,0.034596,0.28944400000000003,No
Max Fried,SP,32,0.199,55,15,0,5,0.273,0.649,ATL,3500000,3500000,3500000,1024,0.039601000000000004,3025,225,0,25,0.07452900000000001,0.42120100000000005,No
Webster Rivas,C,24,0.148,68,15,2,4,0.221,0.641,SD,570500,570500,199355,576,0.021903999999999996,4624,225,4,16,0.048841,0.410881,No
Andrew Velazquez,3B,28,0.173,67,15,1,6,0.224,0.594,NYY,570500,570500,113479,784,0.029928999999999997,4489,225,1,36,0.050176000000000005,0.352836,No
Isaac Paredes,3B,23,0.142,72,15,1,5,0.208,0.625,DET,570500,570500,190154,529,0.020163999999999998,5184,225,1,25,0.043264,0.390625,No
Patrick Mazeika,C,37,0.228,79,15,1,6,0.19,0.519,NYM,570500,570500,214690,1369,0.051984,6241,225,1,36,0.0361,0.269361,No
Chris Owings,2B,21,0.13,43,14,1,5,0.326,1.048,COL,1000000,1000000,1000000,441,0.016900000000000002,1849,196,1,25,0.10627600000000001,1.0983040000000002,No
German Marquez,SP,32,0.199,53,14,1,9,0.264,0.679,COL,7500000,7800000,7800000,1024,0.039601000000000004,2809,196,1,81,0.06969600000000001,0.4610410000000001,No
Evan White,1B,30,0.185,97,14,2,9,0.144,0.439,SEA,1300000,1300000,1300000,900,0.034225,9409,196,4,81,0.020735999999999997,0.192721,No
Jose Siri,CF,21,0.13,46,14,4,9,0.304,0.956,HOU,570500,570500,92010,441,0.016900000000000002,2116,196,16,81,0.092416,0.913936,No
Alfonso Rivas,1B,18,0.111,44,14,1,3,0.318,0.797,CHC,570500,570500,110412,324,0.012321,1936,196,1,9,0.101124,0.635209,No
Austin Romine,C,28,0.173,60,13,1,5,0.217,0.542,CHC,1500000,2000000,2000000,784,0.029928999999999997,3600,169,1,25,0.047089,0.293764,Si
Dustin Garneau,C,20,0.124,62,13,6,11,0.21,0.831,DET,570500,570500,141082,400,0.015375999999999999,3844,169,36,121,0.04409999999999999,0.690561,No
Donnie Walton,SS,24,0.148,63,13,2,7,0.206,0.619,SEA,570500,570500,134948,576,0.021903999999999996,3969,169,4,49,0.042435999999999995,0.383161,No
Jake McCarthy,OF,24,0.148,59,13,2,4,0.22,0.706,ARI,570500,570500,113479,576,0.021903999999999996,3481,169,4,16,0.0484,0.49843599999999993,No
Johneshwy Fargas,OF,22,0.136,52,13,0,5,0.25,0.649,CHC,570500,570500,67474,484,0.018496000000000002,2704,169,0,25,0.0625,0.42120100000000005,No
Delino DeShields,CF,25,0.154,47,12,1,6,0.255,0.801,CIN,570500,570500,98144,625,0.023716,2209,144,1,36,0.065025,0.6416010000000001,No
Jacob deGrom,SP,15,0.093,33,12,0,6,0.364,0.758,NYM,33500000,36000000,22000000,225,0.008649,1089,144,0,36,0.132496,0.574564,No
Julio Urias,SP,32,0.198,59,12,0,9,0.203,0.454,LAD,3600000,3600000,3600000,1024,0.039204,3481,144,0,81,0.041209,0.20611600000000002,No
Ildemaro Vargas,2B,34,0.21,77,12,0,7,0.156,0.438,ARI,570500,570500,95077,1156,0.04409999999999999,5929,144,0,49,0.024336,0.191844,No
Zack Wheeler,SP,33,0.204,68,11,0,3,0.162,0.353,PHI,22500000,22500000,22500000,1089,0.04161599999999999,4624,121,0,9,0.026244,0.12460899999999998,No
Wade Miley,SP,30,0.185,54,10,0,3,0.185,0.469,CIN,8000000,8150000,8150000,900,0.034225,2916,100,0,9,0.034225,0.21996099999999996,No
Kevin Gausman,SP,34,0.21,54,10,0,4,0.185,0.396,SF,18900000,18900000,18900000,1156,0.04409999999999999,2916,100,0,16,0.034225,0.156816,No
Jahmai Jones,2B,26,0.161,67,10,0,3,0.149,0.402,BAL,570500,570500,110412,676,0.025921000000000003,4489,100,0,9,0.022201,0.16160400000000003,No
Jose Devers,SS,21,0.13,41,10,0,5,0.244,0.621,MIA,570500,570500,456983,441,0.016900000000000002,1681,100,0,25,0.059536,0.385641,No
Henry Ramos,OF,18,0.111,50,10,1,8,0.2,0.555,ARI,570500,570500,85876,324,0.012321,2500,100,1,64,0.04000000000000001,0.30802500000000005,No
Greg Allen,OF,15,0.093,37,10,0,2,0.27,0.849,NYY,570500,570500,61340,225,0.008649,1369,100,0,4,0.0729,0.7208009999999999,No
Nick Martini,RF,25,0.154,37,10,0,4,0.27,0.653,CHC,570500,570500,141082,625,0.023716,1369,100,0,16,0.0729,0.42640900000000004,No
Kean Wong,2B,32,0.198,60,10,0,6,0.167,0.427,LAA,570500,570500,177886,1024,0.039204,3600,100,0,36,0.027889000000000004,0.182329,No
Jose Barrero,SS,21,0.13,50,10,0,3,0.2,0.606,CIN,570500,570500,107345,441,0.016900000000000002,2500,100,0,9,0.04000000000000001,0.367236,No
Roman Quinn,CF,28,0.173,52,9,0,2,0.173,0.595,PHI,578000,578000,578000,784,0.029928999999999997,2704,81,0,4,0.029928999999999997,0.354025,No
Nick Fortes,C,14,0.086,31,9,4,7,0.29,1.03,MIA,570500,570500,49072,196,0.007395999999999999,961,81,16,49,0.0841,1.0609,No
T.J. Friedl,OF,14,0.086,31,9,1,2,0.29,0.78,CIN,570500,570500,46005,196,0.007395999999999999,961,81,1,4,0.0841,0.6084,No
Jon Lester,SP,30,0.185,48,8,1,3,0.167,0.471,STL,2000000,2000000,698945,900,0.034225,2304,64,1,9,0.027889000000000004,0.22184099999999998,Si
Clayton Kershaw,SP,24,0.148,36,8,0,3,0.222,0.465,LAD,23333334,31000000,31000000,576,0.021903999999999996,1296,64,0,9,0.049284,0.21622500000000003,No
Joe Ross,SP,22,0.136,32,8,0,3,0.25,0.544,WSH,1500000,1500000,1500000,484,0.018496000000000002,1024,64,0,9,0.0625,0.29593600000000003,No
Corbin Burnes,SP,28,0.173,52,8,0,4,0.154,0.354,MIL,608000,608000,608000,784,0.029928999999999997,2704,64,0,16,0.023716,0.12531599999999998,No
Luis Castillo,SP,33,0.204,49,8,0,2,0.163,0.384,CIN,4200000,4200000,4200000,1089,0.04161599999999999,2401,64,0,4,0.026569000000000002,0.147456,No
Geraldo Perdomo,SS,11,0.068,31,8,0,1,0.258,0.798,ARI,570500,570500,42938,121,0.0046240000000000005,961,64,0,1,0.066564,0.636804,No
Adam Wainwright,SP,34,0.21,57,7,0,4,0.123,0.325,STL,8000000,8000000,8000000,1156,0.04409999999999999,3249,49,0,16,0.015129,0.10562500000000001,Si
Charlie Morton,SP,34,0.211,55,7,0,1,0.127,0.273,ATL,15000000,15000000,15000000,1156,0.044521,3025,49,0,1,0.016129,0.07452900000000001,Si
Patrick Corbin,SP,31,0.191,53,7,0,0,0.132,0.311,WSH,24000000,24416666,24416666,961,0.036481,2809,49,0,0,0.017424000000000002,0.096721,No
Trayce Thompson,CF,15,0.093,28,7,4,9,0.25,1.114,CHC,570500,570500,570500,225,0.008649,784,49,16,81,0.0625,1.2409960000000002,No
Walker Buehler,SP,34,0.21,69,7,0,3,0.101,0.293,LAD,2750000,3750000,3750000,1156,0.04409999999999999,4761,49,0,9,0.010201000000000002,0.085849,No
Aaron Nola,SP,33,0.204,49,7,0,4,0.143,0.416,PHI,11750000,12250000,12250000,1089,0.04161599999999999,2401,49,0,16,0.020448999999999995,0.173056,No
Joe Musgrove,SP,40,0.247,51,7,0,1,0.137,0.327,SD,4450000,4450000,4450000,1600,0.061009,2601,49,0,1,0.018769000000000004,0.10692900000000001,No
Colton Welker,3B,19,0.118,37,7,0,2,0.189,0.466,COL,570500,570500,76675,361,0.013923999999999999,1369,49,0,4,0.035721,0.21715600000000002,No
Michael Hermosillo,CF,16,0.099,36,7,3,7,0.194,0.737,CHC,575000,575000,145277,256,0.009801,1296,49,9,49,0.037636,0.543169,No
Huascar Ynoa,RP,18,0.112,32,7,2,6,0.219,0.656,ATL,580500,580500,580500,324,0.012544000000000001,1024,49,4,36,0.047961,0.43033600000000005,No
Sebastian Rivero,C,17,0.105,40,7,0,3,0.175,0.475,KC,570500,570500,174819,289,0.011024999999999998,1600,49,0,9,0.030624999999999996,0.225625,No
Kyle Hendricks,SP,32,0.198,52,6,0,1,0.115,0.283,CHC,14000000,14000000,14000000,1024,0.039204,2704,36,0,1,0.013225,0.08008899999999998,No
Sonny Gray,SP,26,0.161,41,6,0,0,0.146,0.313,CIN,10000000,10166666,10166666,676,0.025921000000000003,1681,36,0,0,0.021315999999999998,0.097969,No
Kyle Freeland,SP,25,0.155,33,6,0,4,0.182,0.434,COL,5025000,5025000,5025000,625,0.024025,1089,36,0,16,0.033124,0.188356,No
Zach Davies,SP,33,0.204,34,6,0,2,0.177,0.353,CHC,8630000,8630000,8630000,1089,0.04161599999999999,1156,36,0,4,0.031328999999999996,0.12460899999999998,No
Zac Gallen,SP,23,0.142,32,6,0,3,0.188,0.462,ARI,607500,607500,607500,529,0.020163999999999998,1024,36,0,9,0.035344,0.21344400000000002,No
Brandon Woodruff,SP,30,0.185,52,6,0,2,0.115,0.279,MIL,3275000,3275000,3275000,900,0.034225,2704,36,0,4,0.013225,0.07784100000000002,No
Logan Webb,SP,28,0.173,46,6,1,7,0.13,0.449,SF,583000,583000,564120,784,0.029928999999999997,2116,36,1,49,0.016900000000000002,0.201601,No
Dexter Fowler,RF,7,0.043,20,5,0,1,0.25,0.536,LAA,14500000,16500000,1750000,49,0.0018489999999999997,400,25,0,1,0.0625,0.28729600000000005,No
Yu Darvish,SP,30,0.185,53,5,0,1,0.094,0.243,SD,22000000,22000000,19000000,900,0.034225,2809,25,0,1,0.008836,0.059049,No
Jon Gray,SP,31,0.193,47,5,0,3,0.106,0.213,COL,6000000,6000000,6000000,961,0.037249000000000004,2209,25,0,9,0.011236,0.045369,No
Taijuan Walker,SP,31,0.191,47,5,0,1,0.106,0.249,NYM,10000000,10000000,10000000,961,0.036481,2209,25,0,1,0.011236,0.062001,Si
Marcus Stroman,SP,33,0.204,51,5,0,1,0.098,0.301,NYM,18900000,18900000,18900000,1089,0.04161599999999999,2601,25,0,1,0.009604000000000001,0.09060099999999999,No
Skye Bolt,CF,34,0.21,57,5,1,4,0.088,0.261,OAK,570500,570500,239226,1156,0.04409999999999999,3249,25,1,16,0.007743999999999999,0.068121,No
Trevor Williams,SP,23,0.142,25,5,0,1,0.2,0.431,NYM,2500000,2850000,199355,529,0.020163999999999998,625,25,0,1,0.04000000000000001,0.18576099999999998,Si
Paolo Espino,RP,35,0.216,30,5,0,0,0.167,0.333,WSH,570500,570500,506055,1225,0.046655999999999996,900,25,0,0,0.027889000000000004,0.11088900000000002,No
Madison Bumgarner,SP,28,0.173,39,4,0,3,0.103,0.408,ARI,19000000,19000000,14000000,784,0.029928999999999997,1521,16,0,9,0.010608999999999999,0.16646399999999997,No
David Price,SP,39,0.241,15,4,0,2,0.267,0.583,LAD,32000000,32000000,16000000,1521,0.058080999999999994,225,16,0,4,0.071289,0.33988899999999994,No
Kyle Gibson,SP,31,0.191,29,4,1,2,0.138,0.379,PHI,10000000,11500000,11500000,961,0.036481,841,16,1,4,0.019044000000000002,0.143641,No
Tyler Anderson,SP,31,0.191,39,4,1,1,0.103,0.304,SEA,2500000,2500000,900547,961,0.036481,1521,16,1,1,0.010608999999999999,0.092416,No
Blake Snell,SP,27,0.167,34,4,0,0,0.118,0.235,SD,10500000,11100000,11100000,729,0.027889000000000004,1156,16,0,0,0.013923999999999999,0.055224999999999996,No
Eric Lauer,SP,26,0.161,26,4,1,4,0.154,0.527,MIL,570500,570500,450849,676,0.025921000000000003,676,16,1,16,0.023716,0.277729,No
Payton Henry,C,5,0.031,15,4,0,0,0.267,0.646,MIA,570500,570500,49072,25,0.0009609999999999999,225,16,0,0,0.071289,0.417316,No
Tyler Nevin,1B,6,0.037,14,4,1,3,0.286,1.087,BAL,570500,570500,30670,36,0.0013689999999999998,196,16,1,9,0.08179599999999998,1.1815689999999999,No
Greg Deichmann,OF,14,0.086,30,4,0,1,0.133,0.295,CHC,570500,570500,55206,196,0.007395999999999999,900,16,0,1,0.017689000000000003,0.08702499999999999,No
Freddy Peralta,SP,29,0.179,43,4,0,0,0.093,0.207,MIL,1000000,1334960,1334960,841,0.032041,1849,16,0,0,0.008649,0.042849,No
Seth Beer,OF,5,0.031,9,4,1,3,0.444,1.389,ARI,570500,570500,70541,25,0.0009609999999999999,81,16,1,9,0.197136,1.929321,No
Edwin Rios,3B,25,0.154,51,4,1,1,0.078,0.354,LAD,590500,590500,590500,625,0.023716,2601,16,1,1,0.006084,0.12531599999999998,No
Vimael Machin,2B,15,0.093,32,4,0,1,0.125,0.325,OAK,570500,570500,125747,225,0.008649,1024,16,0,1,0.015625,0.10562500000000001,No
Rich Hill,SP,32,0.198,24,3,0,0,0.125,0.25,NYM,2500000,2500000,967752,1024,0.039204,576,9,0,0,0.015625,0.0625,Si
Drew Smyly,SP,32,0.199,41,3,0,0,0.073,0.146,ATL,11000000,11000000,11000000,1024,0.039601000000000004,1681,9,0,0,0.0053289999999999995,0.021315999999999998,Si
Rob Brantly,C,6,0.037,20,3,0,0,0.15,0.39,NYY,570500,570500,309767,36,0.0013689999999999998,400,9,0,0,0.0225,0.1521,No
Deven Marrero,SS,10,0.062,16,3,1,1,0.188,0.691,MIA,570500,570500,70541,100,0.0038439999999999998,256,9,1,1,0.035344,0.47748099999999993,No
