"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Payroll Salary2022","Cash2022","AAV2022","Earnings2022","Age","Weight","Height",""
"","Clay Holmes","RP/CL","PIT","35","0","50.0","45","36","31","36","56","1","2","0","1.62","5.58","-0.46","0.00","$1,100,000","$1,100,000","$1,100,000","$2,558,298","26","230","6'5""",""
"","Andrew Kittredge","RP/CL","TB","37","7","49.7","51","25","23","12","58","1","0","0","1.27","4.17","0.39","0.00","$1,850,000","$1,850,000","$1,850,000","$3,527,618","29","230","6'1""",""
"","Tyler Kinley","RP","MIA","52","0","49.3","43","20","20","36","46","3","1","1","1.60","3.65","0.76","44.20","$1,025,000","$1,025,000","$1,025,000","$2,420,418","28","220","6'4""",""
"","Kyle Crick","RP","PIT","52","0","49.0","41","30","27","35","61","3","7","0","1.55","4.96","-0.19","12.58","$1,250,000","$1,250,000","$1,250,000","$4,480,664","26","225","6'4""",""
"","Corbin Burnes","RP","MIL","32","4","49.0","70","52","48","20","70","1","5","1","1.84","8.82","-2.29","0.00","$6,500,000","$6,500,000","$6,500,000","$8,513,071","24","205","6'3""",""
"","Devin Smeltzer","P","MIN","12","6","49.0","50","23","21","12","38","2","2","1","1.26","3.86","0.71","0.00","$0","$0","$0","$0","23","195","6'3""",""
"","Brendan McKay","SP","TB","18","12","49.0","53","32","28","16","56","2","4","0","1.41","5.14","-0.11","21.41","$0","$0","$0","$0","23","220","6'2""",""
"","Luke Bard","RP","LAA","32","3","49.0","41","27","26","13","40","3","3","0","1.10","4.78","0.15","0.00","$0","$0","$0","$0","28","200","6'3""",""
"","Ranger Suarez","RP","PHI","37","0","48.7","52","18","17","12","42","6","1","0","1.32","3.14","0.88","0.00","$730,000","$730,000","$730,000","$1,771,476","23","217","6'1""",""
"","Daniel Poncedeleon","RP","STL","13","8","48.7","36","21","20","26","52","1","2","0","1.27","3.70","0.65","0.00","$0","$0","$0","$0","27","200","6'3""",""
"","Carlos Martinez","RP","STL","48","0","48.3","39","18","17","18","53","4","2","24","1.18","3.17","0.84","0.00","$0","$0","$0","$0","27","190","6'0""",""
"","Tanner Rainey","P","WSH","52","0","48.3","32","22","21","38","74","2","3","0","1.45","3.91","0.58","0.00","$860,000","$860,000","$860,000","$2,412,626","26","235","6'2""",""
"","Anthony Bass","RP","SEA","45","0","48.0","30","20","19","17","43","2","4","5","0.98","3.56","0.95","0.00","$3,000,000","$1,054,976","$2,500,000","$7,806,283","31","200","6'2""",""
"","Mitch Keller","SP","PIT","11","11","48.0","72","41","38","16","65","1","5","0","1.83","7.13","-0.89","0.00","$725,000","$725,000","$725,000","$1,535,587","23","220","6'2""",""
"","Fernando Rodney","RP","WSH","55","0","47.7","49","31","30","28","49","0","5","2","1.62","5.66","-0.55","6.13","$0","$0","$0","$0","42","240","0'0""",""
"","Shawn Kelley","RP","TEX","51","0","47.3","55","27","26","11","43","5","2","11","1.39","4.94","0.83","31.61","$0","$0","$0","$0","35","237","6'2""",""
"","Juan Nicasio","RP","PHI","47","0","47.3","57","27","25","21","45","2","3","1","1.65","4.75","-0.07","0.00","$0","$0","$0","$0","32","252","0'0""",""
"","Brandon Brennan","RP","SEA","44","0","47.3","34","25","24","24","47","3","6","0","1.23","4.56","0.39","0.00","$0","$0","$0","$0","27","207","6'4""",""
"","Josh Taylor","RP","BOS","52","1","47.3","40","17","16","16","62","2","2","0","1.18","3.04","1.37","70.04","$1,025,000","$1,025,000","$1,025,000","$2,278,293","26","245","6'5""",""
"","Justin Anderson","RP","LAA","54","0","47.0","42","32","29","32","60","3","0","1","1.57","5.55","-0.38","11.30","$0","$0","$0","$0","26","230","6'3""",""
"","Dylan Floro","RP","LAD","50","0","46.7","46","25","22","14","42","5","3","0","1.29","4.24","-0.36","39.11","$3,000,000","$3,000,000","$3,000,000","$5,446,358","28","203","6'2""",""
"","Casey Sadler","RP","LAD","33","1","46.3","41","14","11","13","31","4","0","1","1.16","2.14","0.46","0.00","$1,025,000","$1,025,000","$1,025,000","$2,341,571","28","205","6'3""",""
"","Tayron Guerrero","RP","MIA","52","0","46.0","42","34","32","36","43","1","2","0","1.70","6.26","-0.69","5.67","$0","$0","$0","$0","28","225","6'8""",""
"","Ryan Buchter","RP","OAK","64","0","45.3","42","16","15","23","50","1","1","0","1.43","2.98","0.91","27.23","$0","$0","$0","$0","32","232","6'4""",""
"","Kolby Allard","SP","TEX","9","9","45.3","52","26","25","19","33","4","2","0","1.57","4.96","0.87","0.00","$0","$0","$0","$0","21","190","6'1""",""
"","Nick Vincent","RP","PHI","32","1","44.7","47","23","22","12","47","1","4","0","1.32","4.43","-0.28","0.00","$0","$0","$0","$0","32","185","6'0""",""
"","Austin Brice","RP","MIA","36","0","44.7","37","21","17","18","46","1","0","0","1.23","3.43","0.42","0.00","$0","$0","$0","$0","27","238","6'4""",""
"","Caleb Ferguson","RP","LAD","46","2","44.7","39","26","24","27","54","1","2","0","1.48","4.84","-0.23","0.00","$726,500","$678,640","$726,500","$2,306,490","22","226","6'3""",""
"","Blaine Hardy","RP","DET","39","0","44.3","38","24","22","13","29","1","1","0","1.15","4.47","0.51","0.00","$0","$0","$0","$0","32","218","6'2""",""
"","Austin Voth","SP","WSH","9","8","43.7","33","16","16","13","44","2","1","0","1.05","3.30","1.20","0.00","$875,000","$576,960","$875,000","$2,387,077","27","201","6'2""",""
"","Lucas Sims","RP/CL","CIN","24","4","43.0","31","22","22","19","57","2","1","0","1.16","4.61","0.37","0.00","$1,250,000","$1,250,000","$1,250,000","$4,269,883","25","225","6'2""",""
"","Wade Davis","RP","COL","50","0","42.7","51","42","41","29","42","1","6","15","1.88","8.65","-1.34","0.02","$0","$0","$0","$0","33","225","6'5""",""
"","Victor Alcantara","RP","DET","47","0","42.7","45","25","23","15","24","3","2","0","1.41","4.85","0.37","0.00","$0","$0","$0","$0","26","190","6'2""",""
"","Pedro Strop","RP","CHC","50","0","41.7","33","24","23","20","49","2","5","10","1.27","4.97","0.01","17.58","$0","$0","$0","$0","34","220","6'1""",""
"","Touki Toussaint","RP","ATL","24","1","41.7","44","28","26","26","45","4","0","0","1.68","5.62","-0.37","0.00","$700,000","$257,682","$700,000","$4,001,983","23","215","6'3""",""
"","Cole Irvin","P","PHI","16","3","41.7","45","28","27","13","31","2","1","1","1.39","5.83","-0.35","0.00","$705,000","$705,000","$705,000","$2,313,555","25","180","6'4""",""
"","Jake McGee","RP","COL","45","0","41.3","47","25","20","11","35","0","2","0","1.40","4.36","0.39","0.00","$700,000","$219,222","$700,000","$44,224,734","32","229","6'4""",""
"","Jonathan Holder","RP","NYY","34","1","41.3","43","32","29","11","46","5","2","0","1.31","6.32","-0.92","0.00","$0","$0","$0","$0","26","232","6'2""",""
"","Branden Kline","RP","BAL","34","0","41.0","44","28","27","19","34","1","4","0","1.54","5.93","-0.07","0.00","$0","$0","$0","$0","27","210","6'3""",""
"","Jose Urquidy","SP","HOU","9","7","41.0","38","18","18","7","40","2","1","0","1.10","3.95","0.69","0.00","$748,700","$748,700","$748,700","$1,717,899","24","217","6'0""",""
"","Ryan Weber","RP","BOS","18","3","40.7","48","25","23","8","29","2","4","0","1.38","5.09","0.23","0.00","$700,000","$180,762","$700,000","$1,475,685","28","175","6'1""",""
"","Brian Johnson","RP","BOS","22","7","40.3","53","29","27","23","31","1","3","0","1.88","6.03","-0.14","0.00","$0","$0","$0","$0","28","235","0'0""",""
"","Anthony Gonsolin","P","LAD","11","6","40.0","26","15","13","15","37","4","2","1","1.02","2.93","0.77","0.00","$720,000","$720,000","$720,000","$2,015,216","25","205","6'3""",""
"","Jose Ruiz","RP","CHW","40","0","40.0","56","27","25","24","35","1","4","0","2.00","5.63","-0.08","0.00","$720,000","$720,000","$720,000","$1,916,147","24","245","6'1""",""
"","Heath Hembree","RP","BOS","45","0","39.7","34","20","17","18","46","1","0","2","1.31","3.86","0.46","0.00","$700,000","$138,456","$700,000","$6,102,848","30","220","6'4""",""
"","Wandy Peralta","RP","SF","47","0","39.7","40","25","25","16","32","1","1","0","1.41","5.67","-0.32","0.00","$2,150,000","$2,150,000","$2,150,000","$5,218,426","27","220","6'0""",""
"","Tim Hill","RP","KC","46","0","39.7","31","17","16","13","39","2","0","1","1.11","3.63","0.71","0.00","$1,325,000","$1,325,000","$1,325,000","$3,021,964","29","200","6'4""",""
"","Justin Shafer","RP","TOR","34","0","39.7","41","19","17","25","39","2","1","1","1.66","3.86","0.43","0.00","$0","$0","$0","$0","26","195","0'0""",""
"","Logan Webb","SP","SF","9","8","39.7","44","25","23","14","37","2","3","0","1.46","5.22","0.01","0.00","$730,000","$730,000","$730,000","$2,075,877","22","220","6'2""",""
"","Patrick Sandoval","SP","LAA","10","9","39.3","35","22","22","19","42","0","4","0","1.37","5.03","0.36","0.00","$720,000","$720,000","$720,000","$2,378,308","22","190","6'3""",""
"","Jeremy Hellickson","RP","WSH","9","8","39.0","47","31","27","20","30","2","3","0","1.72","6.23","-0.36","0.00","$0","$0","$0","$0","32","190","6'1""",""
"","Justin Wilson","RP","NYM","45","0","39.0","33","12","11","19","44","4","2","4","1.33","2.54","1.25","0.00","$2,300,000","$2,300,000","$2,575,000","$22,809,852","31","205","6'2""",""
"","Edgar Garcia","RP","PHI","37","0","39.0","38","25","25","26","45","2","0","0","1.64","5.77","-0.14","0.00","$0","$0","$0","$0","22","205","6'1""",""
"","Jeff Brigham","RP","MIA","32","0","38.3","36","20","19","14","39","3","1","1","1.30","4.46","0.14","0.00","$700,000","$207,684","$700,000","$1,763,520","27","200","6'0""",""
"","Jameson Taillon","SP","PIT","7","7","37.3","34","24","17","8","30","2","3","0","1.13","4.10","0.19","0.00","$5,800,000","$5,800,000","$5,800,000","$17,399,590","27","230","6'5""",""
"","Jimmy Cordero","RP","CHW","31","0","37.3","26","12","12","11","31","1","1","0","0.99","2.89","-0.02","0.00","$0","$0","$0","$0","27","235","6'4""",""
"","Ryan Helsley","P","STL","24","0","36.7","34","13","12","12","32","2","0","0","1.25","2.95","0.55","0.00","$722,450","$722,450","$722,450","$1,825,827","24","230","6'2""",""
"","Jon Duplantier","P","ARI","15","3","36.7","39","18","18","18","34","1","1","1","1.55","4.42","0.34","0.00","$0","$0","$0","$0","24","225","6'4""",""
"","Justus Sheffield","SP","SEA","8","7","36.0","44","22","22","18","37","0","1","0","1.72","5.50","0.19","0.00","$0","$0","$0","$0","23","200","6'0""",""
"","Alec Mills","RP","CHC","9","4","36.0","31","11","11","11","42","1","0","1","1.17","2.75","1.04","0.00","$741,250","$741,250","$741,250","$2,275,996","27","205","6'4""",""
"","Jesus Tinoco","RP","COL","24","0","36.0","36","23","19","22","28","0","3","1","1.61","4.75","0.22","0.00","$700,000","$165,378","$700,000","$475,040","24","258","6'4""",""
"","Corey Kluber","SP","TEX","7","7","35.7","44","26","23","15","38","2","3","0","1.65","5.80","-0.36","0.00","$8,000,000","$8,000,000","$8,000,000","$70,635,150","33","215","6'4""",""
"","Alex Wood","SP","CIN","7","7","35.7","41","25","23","9","30","1","3","0","1.40","5.80","-0.30","0.00","$12,500,000","$12,500,000","$12,500,000","$40,014,397","28","215","6'4""",""
"","Tyson Ross","SP","DET","7","7","35.3","41","28","24","18","25","1","5","0","1.67","6.11","-0.06","0.00","$0","$0","$0","$0","32","245","6'6""",""
"","Jose Cisnero","RP","DET","35","0","35.3","35","21","17","19","40","0","4","0","1.53","4.33","0.22","0.00","$1,900,000","$1,900,000","$1,900,000","$4,044,943","30","245","6'3""",""
"","Geoff Hartlieb","P","PIT","29","0","35.0","52","35","35","18","38","0","1","0","2.00","9.00","-0.86","0.00","$0","$0","$0","$0","25","240","6'5""",""
"","Carlos Rodon","SP","CHW","7","7","34.7","33","22","20","17","46","3","2","0","1.44","5.19","0.07","0.00","$21,500,000","$21,500,000","$22,000,000","$40,811,276","26","245","6'3""",""
"","Dustin May","RP","LAD","14","4","34.7","33","17","14","5","32","2","3","0","1.10","3.64","0.05","0.00","$730,000","$730,000","$730,000","$2,708,963","21","180","6'6""",""
"","Brad Wieck","RP","CHC","44","0","34.7","28","23","22","13","49","2","2","0","1.18","5.71","-0.61","0.00","$717,000","$717,000","$717,000","$1,693,163","27","255","6'9""",""
"","Wes Parsons","RP","COL","32","0","34.7","32","24","21","29","26","1","2","0","1.76","5.45","0.22","0.00","$0","$0","$0","$0","26","204","6'5""",""
"","David Phelps","RP","CHC","41","1","34.3","31","14","13","17","36","2","1","1","1.40","3.41","0.31","0.00","$1,750,000","$1,750,000","$1,750,000","$22,808,813","32","198","6'2""",""
"","Robert Dugger","P","MIA","8","7","34.3","33","26","22","17","25","0","5","0","1.46","5.77","-0.48","0.00","$700,000","$253,836","$700,000","$634,274","23","180","6'2""",""
"","Yency Almonte","RP","COL","28","0","34.0","39","22","21","14","29","0","1","0","1.56","5.56","0.20","0.00","$700,000","$561,516","$700,000","$2,075,656","25","223","6'5""",""
"","Hector Santiago","RP","CHW","19","2","33.7","42","26","25","22","40","1","1","0","1.90","6.68","-0.14","0.00","$0","$0","$0","$0","31","215","6'0""",""
"","Kyle Barraclough","RP","SF","43","0","33.7","38","24","21","21","40","1","2","0","1.75","5.61","-0.67","0.00","$0","$0","$0","$0","29","229","6'3""",""
"","Elvis Luciano","RP","TOR","25","0","33.7","36","20","20","24","27","1","0","0","1.78","5.35","0.12","0.00","$0","$0","$0","$0","19","210","6'3""",""
"","Tim Melville","SP","COL","7","7","33.3","34","18","18","14","24","2","3","0","1.44","4.86","0.74","0.00","$0","$0","$0","$0","29","225","6'4""",""
"","Rowan Wick","RP/CL","CHC","31","0","33.3","22","13","9","16","35","2","0","2","1.14","2.43","0.62","0.00","$724,000","$724,000","$724,000","$1,951,121","26","235","6'3""",""
"","Andrew Suarez","RP","SF","21","2","32.7","39","23","21","14","25","0","2","0","1.62","5.79","-0.43","0.00","$0","$0","$0","$0","26","187","6'0""",""
"","Jacob Barnes","RP","KC","33","1","32.7","36","30","27","22","32","1","5","0","1.78","7.44","-0.36","0.00","$0","$0","$0","$0","29","220","6'2""",""
"","Jerry Blevins","RP","ATL","46","0","32.3","25","15","14","16","37","1","0","1","1.27","3.90","0.32","0.00","$0","$0","$0","$0","35","190","6'6""",""
"","Jeffrey Springs","RP","TEX","25","0","32.3","38","23","23","23","32","4","1","0","1.89","6.40","0.05","0.00","$947,500","$947,500","$947,500","$2,385,727","26","180","6'3""",""
"","Jacob Webb","RP","ATL","36","0","32.3","24","10","5","12","28","4","0","2","1.11","1.39","0.84","0.00","$0","$0","$0","$0","25","210","6'2""",""
"","Luis Avilan","RP","NYM","45","0","32.0","33","18","18","14","30","4","0","0","1.47","5.06","0.11","0.00","$0","$0","$0","$0","29","220","6'2""",""
"","Austin Adams","RP","SEA","30","0","32.0","20","14","14","16","53","2","2","0","1.13","3.94","-0.02","0.00","$925,000","$925,000","$925,000","$2,569,688","28","220","6'3""",""
"","Matthew Bowman","RP","CIN","27","0","32.0","27","15","13","13","25","2","0","0","1.25","3.66","0.29","0.00","$0","$0","$0","$0","28","185","6'0""",""
"","J.B. Wendelken","RP","OAK","26","0","31.7","21","14","13","9","32","3","1","0","0.95","3.70","0.33","0.00","$0","$0","$0","$0","26","242","6'1""",""
"","Adalberto Mejia","RP","LAA","35","0","31.3","33","25","23","21","30","0","2","0","1.72","6.61","-0.66","0.00","$0","$0","$0","$0","26","195","0'0""",""
"","Jake Newberry","RP","KC","27","0","31.0","29","13","13","16","29","1","0","0","1.45","3.77","0.51","0.00","$0","$0","$0","$0","24","195","6'2""",""
"","Jay Jackson","RP","MIL","28","0","30.3","22","15","15","18","47","1","0","0","1.32","4.45","0.15","0.00","$0","$0","$0","$0","31","195","6'1""",""
"","Stefan Crichton","RP","ARI","28","0","30.3","23","12","12","8","33","1","0","0","1.02","3.56","0.41","0.00","$0","$0","$0","$0","27","208","6'3""",""
"","Darwinzon Hernandez","RP","BOS","29","1","30.3","27","18","15","26","57","0","1","0","1.75","4.45","0.12","0.00","$0","$0","$0","$0","22","255","6'2""",""
"","Jose Alvarado","RP","TB","35","1","30.0","29","18","16","27","39","1","6","7","1.87","4.80","-0.30","0.00","$1,900,000","$1,900,000","$1,900,000","$4,535,975","24","245","6'2""",""
"","Adam Morgan","RP","PHI","40","0","29.7","20","14","13","10","29","3","3","0","1.01","3.94","0.32","0.00","$0","$0","$0","$0","29","200","6'1""",""
"","Keone Kela","RP","PIT","32","0","29.7","19","7","7","11","33","2","0","1","1.01","2.12","1.18","0.00","$0","$0","$0","$0","26","220","6'1""",""
"","Sean Manaea","SP","OAK","5","5","29.7","16","4","4","7","30","4","0","0","0.77","1.21","1.40","0.00","$9,750,000","$9,750,000","$9,750,000","$25,383,889","27","245","6'5""",""
"","Michel Baez","P","SD","24","1","29.7","25","10","10","14","28","1","1","0","1.32","3.03","0.60","0.00","$0","$0","$0","$0","23","220","6'8""",""
"","A.J. Minter","RP","ATL","36","0","29.3","36","23","23","23","35","3","4","5","2.01","7.06","-0.79","0.00","$2,200,000","$2,200,000","$2,200,000","$5,774,183","25","215","6'0""",""
"","Rafael Montero","RP","TEX","22","0","29.0","23","8","8","5","34","2","0","0","0.97","2.48","1.21","0.00","$2,725,000","$2,725,000","$2,725,000","$7,376,296","28","185","6'0""",""
"","Daniel Stumpf","RP","DET","48","0","29.0","35","18","14","15","28","1","1","0","1.72","4.35","0.22","0.00","$0","$0","$0","$0","28","208","6'2""",""
"","Chad Sobotka","RP","ATL","32","0","29.0","28","22","20","19","38","0","0","0","1.62","6.21","-0.50","0.00","$0","$0","$0","$0","25","225","6'7""",""
"","Adam Warren","RP","SD","25","0","28.7","28","18","17","12","25","4","1","0","1.39","5.34","-0.24","0.00","$0","$0","$0","$0","31","224","6'1""",""
"","Matt Shoemaker","SP","TOR","5","5","28.7","16","7","5","9","24","3","0","0","0.87","1.57","1.19","0.00","$0","$0","$0","$0","32","225","6'2""",""
"","Jordan Hicks","RP","STL","29","0","28.7","16","10","10","11","31","2","2","14","0.94","3.14","0.57","0.00","$937,500","$937,500","$937,500","$3,500,000","22","185","6'2""",""
"","Randy Dobnak","SP","MIN","9","5","28.3","27","9","5","5","23","2","1","1","1.13","1.59","0.63","0.00","$800,000","$800,000","$1,850,000","$1,798,908","24","230","6'1""",""
"","Jesse Biddle","RP","TEX","30","0","28.0","42","33","26","22","26","0","1","0","2.29","8.36","-0.34","0.00","$0","$0","$0","$0","27","220","6'5""",""
"","Zac Reininger","RP","DET","26","1","28.0","44","28","27","16","17","0","2","0","2.14","8.68","-0.59","0.00","$0","$0","$0","$0","26","190","6'3""",""
"","Evan Phillips","RP","BAL","25","0","28.0","32","20","20","20","40","0","1","0","1.86","6.43","-0.08","0.00","$720,000","$720,000","$720,000","$1,349,987","24","215","6'2""",""
"","Lewis Thorpe","P","MIN","12","2","27.7","38","19","19","10","31","3","2","0","1.74","6.18","-0.22","0.00","$0","$0","$0","$0","23","218","6'1""",""
"","Sam Coonrod","RP","SF","33","0","27.7","19","11","11","15","20","5","1","0","1.23","3.58","0.38","0.00","$717,500","$717,500","$717,500","$2,060,129","26","225","6'2""",""
"","Carson Fulmer","RP","CHW","20","2","27.3","26","22","19","20","25","1","2","0","1.68","6.26","-0.45","0.00","$0","$0","$0","$0","25","210","6'0""",""
"","Alex McRae","P","PIT","11","2","26.7","36","30","26","16","19","0","4","0","1.95","8.78","-1.06","0.00","$0","$0","$0","$0","26","220","6'2""",""
"","Brock Burke","SP","TEX","6","6","26.7","30","22","22","11","14","0","2","0","1.54","7.43","-0.06","0.00","$714,000","$714,000","$714,000","$2,019,290","22","180","6'4""",""
"","Taylor Guerrieri","RP","TEX","20","0","26.3","25","19","17","22","27","0","0","0","1.78","5.81","0.11","0.00","$0","$0","$0","$0","26","210","6'2""",""
"","Tanner Scott","RP/CL","BAL","28","0","26.3","28","17","14","19","37","1","1","0","1.78","4.79","0.02","0.00","$1,050,000","$1,050,000","$1,050,000","$3,159,017","24","235","6'0""",""
"","Jake Jewell","RP","LAA","18","0","26.3","28","20","20","8","23","0","0","0","1.37","6.84","-0.25","0.00","$0","$0","$0","$0","26","217","6'2""",""
"","Brock Stewart","RP","TOR","13","0","25.7","37","29","28","8","19","4","0","0","1.75","9.82","-0.26","0.00","$0","$0","$0","$0","27","210","0'0""",""
"","Chance Adams","RP","NYY","13","0","25.3","39","25","24","11","23","1","1","1","1.97","8.53","-0.73","0.00","$0","$0","$0","$0","24","215","6'1""",""
"","Kohl Stewart","RP","MIN","9","2","25.3","29","18","18","8","10","2","2","0","1.46","6.40","-0.25","0.00","$0","$0","$0","$0","24","200","6'3""",""
"","Joe Smith","RP","HOU","28","0","25.0","19","6","5","5","22","1","0","0","0.96","1.80","0.70","0.00","$0","$0","$0","$0","35","211","6'2""",""
"","D.J. Johnson","RP","COL","28","0","25.0","23","14","14","19","24","0","2","0","1.68","5.04","0.28","0.00","$0","$0","$0","$0","29","230","6'4""",""
"","Cody Stashak","P","MIN","18","1","25.0","29","9","9","1","25","0","1","0","1.20","3.24","0.43","0.00","$720,400","$720,400","$720,400","$1,322,752","25","169","6'2""",""
"","Seranthony Dominguez","RP/CL","PHI","27","0","24.7","24","13","11","12","29","3","0","0","1.46","4.01","0.00","0.00","$725,000","$725,000","$725,000","$2,566,493","24","185","6'1""",""
"","Stephen Tarpley","RP","NYY","21","1","24.7","34","20","19","15","34","1","0","2","1.99","6.93","-0.51","0.00","$0","$0","$0","$0","26","202","6'0""",""
"","Hunter Strickland","RP","WSH","28","0","24.3","22","15","15","8","18","2","1","2","1.23","5.55","-0.17","0.00","$1,825,000","$1,825,000","$1,825,000","$7,951,845","30","225","6'3""",""
"","Jandel Gustave","RP","SF","23","0","24.3","18","11","8","9","14","0","0","1","1.11","2.96","0.23","0.00","$700,000","$700,000","$700,000","$2,688,936","26","220","6'3""",""
"","Kevin Ginkel","P","ARI","25","0","24.3","15","7","4","9","28","3","0","2","0.99","1.48","0.70","0.00","$700,000","$246,144","$700,000","$882,248","25","235","6'4""",""
"","Yefry Ramirez","RP","PIT","14","1","24.3","30","24","20","16","27","0","2","0","1.89","7.40","-0.18","0.00","$0","$0","$0","$0","25","215","6'2""",""
"","David McKay","P","DET","25","0","24.3","18","15","14","17","30","0","0","0","1.44","5.18","-0.02","0.00","$0","$0","$0","$0","24","205","6'3""",""
"","Connor Sadzeck","RP","SEA","20","0","23.7","18","10","7","15","27","0","1","1","1.39","2.66","0.39","0.00","$0","$0","$0","$0","27","240","6'7""",""
"","Drew Gagnon","RP","NYM","18","0","23.7","34","26","22","7","17","3","1","0","1.73","8.37","-1.09","0.00","$0","$0","$0","$0","29","195","6'4""",""
"","Matt Hall","RP","DET","16","0","23.3","28","20","20","15","27","0","1","0","1.84","7.71","-0.36","0.00","$0","$0","$0","$0","25","200","6'0""",""
"","Emmanuel Clase","P","TEX","21","1","23.3","20","8","6","6","21","2","3","1","1.11","2.31","0.91","0.00","$1,900,000","$3,500,000","$4,000,000","$4,582,041","21","206","6'2""",""
"","Sam Tuivailala","RP","SEA","23","2","23.0","13","6","6","11","27","1","0","0","1.04","2.35","0.79","0.00","$0","$0","$0","$0","26","225","0'0""",""
"","Andres Munoz","P","SD","22","0","23.0","16","10","10","11","30","1","1","1","1.17","3.91","0.20","0.00","$937,000","$937,000","$1,875,000","$2,660,461","20","165","6'2""",""
"","T.J. Zeuch","SP","TOR","5","3","22.7","22","13","12","11","20","1","2","0","1.46","4.77","0.33","0.00","$700,000","$46,152","$700,000","$2,432,333","23","245","6'7""",""
"","Walker Lockett","RP","NYM","9","4","22.7","33","21","21","6","16","1","1","0","1.72","8.34","-0.56","0.00","$0","$0","$0","$0","25","225","6'5""",""
"","Heath Fillmyer","RP","KC","12","3","22.3","28","20","20","12","15","0","2","0","1.79","8.06","-0.53","0.00","$0","$0","$0","$0","25","195","6'1""",""
"","Jimmy Nelson","RP","MIL","10","3","22.0","25","18","17","17","26","0","2","0","1.91","6.96","-0.46","0.00","$700,000","$700,000","$700,000","$12,569,996","30","250","6'6""",""
"","Tyler Bashlor","RP","NYM","24","0","22.0","21","17","17","17","20","0","3","0","1.73","6.96","-0.40","0.00","$0","$0","$0","$0","26","195","6'0""",""
"","Parker Markel","P","PIT","20","0","22.0","26","21","19","17","24","0","1","0","1.96","7.77","-0.28","0.00","$0","$0","$0","$0","28","240","6'5""",""
"","Ryan Tepera","RP","TOR","23","1","21.7","20","12","12","8","14","0","2","0","1.29","4.99","0.10","0.00","$7,000,000","$7,000,000","$7,000,000","$12,225,863","31","195","6'1""",""
"","Jason Adam","RP","TOR","23","0","21.7","15","8","7","10","18","3","0","0","1.15","2.91","0.57","0.00","$900,000","$900,000","$900,000","$2,360,844","27","229","6'3""",""
"","Burch Smith","RP","SF","17","0","21.3","26","14","13","14","20","0","1","0","1.88","5.48","-0.27","0.00","$0","$0","$0","$0","29","225","6'4""",""
"","Cy Sneed","P","HOU","8","0","21.3","26","13","13","5","23","0","1","0","1.45","5.48","-0.04","0.00","$0","$0","$0","$0","26","213","0'0""",""
"","Dillon Tate","RP","BAL","16","0","21.0","18","15","15","9","20","0","2","0","1.29","6.43","-0.18","0.00","$711,500","$711,500","$711,500","$6,250,259","25","195","6'2""",""
"","Eric Skoglund","RP","KC","6","4","21.0","30","21","21","9","4","0","3","0","1.86","9.00","-0.50","0.00","$0","$0","$0","$0","26","210","6'7""",""
"","Pete Fairbanks","P","TB","21","0","21.0","25","20","16","10","28","2","3","2","1.67","6.86","-0.27","0.00","$714,400","$714,400","$714,400","$1,774,452","25","225","6'6""",""
"","Reggie McClain","P","SEA","14","2","21.0","22","14","14","13","11","1","1","0","1.67","6.00","0.00","0.00","$0","$0","$0","$0","26","180","6'2""",""
"","Craig Kimbrel","RP/CL","CHC","23","0","20.7","21","15","15","12","30","0","4","13","1.60","6.53","-0.51","0.00","$16,000,000","$16,000,000","$14,333,333","$104,530,926","31","215","6'0""",""
"","Tyler Anderson","SP","COL","5","5","20.7","33","27","27","11","23","0","3","0","2.13","11.76","-0.84","0.00","$8,000,000","$8,000,000","$8,000,000","$17,101,907","29","213","6'2""",""
"","Austin Davis","RP","PHI","14","0","20.7","22","15","15","14","24","0","0","0","1.74","6.53","-0.12","0.00","$720,000","$142,416","$720,000","$1,832,591","26","230","6'4""",""
"","Michael Shawaryn","P","BOS","14","0","20.3","26","22","22","13","29","0","0","0","1.92","9.74","-0.58","0.00","$0","$0","$0","$0","24","200","6'2""",""
"","Genesis Cabrera","RP","STL","13","2","20.3","23","16","11","11","19","0","2","1","1.67","4.87","-0.43","0.00","$0","$0","$0","$0","22","180","6'2""",""
"","Buddy Boshers","RP","TOR","28","1","20.0","20","10","9","10","26","0","3","0","1.50","4.05","0.27","0.00","$0","$0","$0","$0","31","205","6'3""",""
"","Bryse Wilson","SP","ATL","6","4","20.0","26","18","16","10","16","1","1","0","1.80","7.20","-0.48","0.00","$715,000","$526,486","$715,000","$2,716,464","21","225","6'2""",""
"","Ryan Burr","RP","CHW","16","1","19.7","17","13","10","8","20","1","1","0","1.27","4.58","-0.01","0.00","$0","$0","$0","$0","25","225","6'4""",""
"","Ronald Bolanos","SP","SD","5","3","19.7","17","13","13","12","19","0","2","0","1.48","5.95","-0.08","0.00","$0","$0","$0","$0","22","220","6'3""",""
"","Paul Sewald","RP/CL","NYM","17","0","19.7","18","10","10","3","22","1","1","1","1.07","4.58","0.11","0.00","$1,735,000","$1,735,000","$1,735,000","$3,534,546","29","207","6'3""",""
"","Kyle Wright","SP","ATL","7","4","19.7","24","19","19","13","18","0","3","0","1.88","8.70","-0.53","0.00","$720,000","$720,000","$720,000","$8,105,971","23","215","6'4""",""
